anchor_id	case_id	x	y	z	block_spec	block_entity_id	expected_route	stable_optics
dye-barrel-dual-brown-light_blue	dye-barrel	211	100	229	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	dual-color,brown,light_blue
dye-barrel-main-green	dye-barrel	214	100	229	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	main-color,green
dye-barrel-accent-green	dye-barrel	217	100	229	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	accent-color,green
dye-barrel-dual-green-magenta	dye-barrel	220	100	229	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	dual-color,green,magenta
dye-barrel-main-red	dye-barrel	223	100	229	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	main-color,red
dye-barrel-accent-red	dye-barrel	226	100	229	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	accent-color,red
dye-barrel-dual-red-orange	dye-barrel	229	100	229	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	dual-color,red,orange
dye-barrel-main-black	dye-barrel	232	100	229	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	main-color,black
dye-barrel-accent-black	dye-barrel	235	100	229	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	accent-color,black
dye-barrel-dual-black-white	dye-barrel	238	100	229	sophisticatedstorage:diamond_barrel[facing=north,flat_top=false,opaque=true,open=false,ticking=false]	sophisticatedstorage:barrel	custom	dual-color,black,white
dye-limited-main-white	dye-limited	241	100	229	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	main-color,white
dye-limited-accent-white	dye-limited	244	100	229	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	accent-color,white
dye-limited-dual-white-black	dye-limited	247	100	229	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	dual-color,white,black
dye-limited-main-orange	dye-limited	250	100	229	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	main-color,orange
dye-limited-accent-orange	dye-limited	253	100	229	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	accent-color,orange
dye-limited-dual-orange-red	dye-limited	256	100	229	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	dual-color,orange,red
dye-limited-main-magenta	dye-limited	259	100	229	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	main-color,magenta
dye-limited-accent-magenta	dye-limited	196	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	accent-color,magenta
dye-limited-dual-magenta-green	dye-limited	199	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	dual-color,magenta,green
dye-limited-main-light_blue	dye-limited	202	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	main-color,light_blue
dye-limited-accent-light_blue	dye-limited	205	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	accent-color,light_blue
dye-limited-dual-light_blue-brown	dye-limited	208	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	dual-color,light_blue,brown
dye-limited-main-yellow	dye-limited	211	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	main-color,yellow
dye-limited-accent-yellow	dye-limited	214	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	accent-color,yellow
dye-limited-dual-yellow-blue	dye-limited	217	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	dual-color,yellow,blue
dye-limited-main-lime	dye-limited	220	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	main-color,lime
dye-limited-accent-lime	dye-limited	223	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	accent-color,lime
dye-limited-dual-lime-purple	dye-limited	226	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	dual-color,lime,purple
dye-limited-main-pink	dye-limited	229	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	main-color,pink
dye-limited-accent-pink	dye-limited	232	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	accent-color,pink
dye-limited-dual-pink-cyan	dye-limited	235	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	dual-color,pink,cyan
dye-limited-main-gray	dye-limited	238	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	main-color,gray
dye-limited-accent-gray	dye-limited	241	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	accent-color,gray
dye-limited-dual-gray-light_gray	dye-limited	244	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	dual-color,gray,light_gray
dye-limited-main-light_gray	dye-limited	247	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	main-color,light_gray
dye-limited-accent-light_gray	dye-limited	250	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	accent-color,light_gray
dye-limited-dual-light_gray-gray	dye-limited	253	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	dual-color,light_gray,gray
dye-limited-main-cyan	dye-limited	256	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	main-color,cyan
dye-limited-accent-cyan	dye-limited	259	100	232	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	accent-color,cyan
dye-limited-dual-cyan-pink	dye-limited	196	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	dual-color,cyan,pink
dye-limited-main-purple	dye-limited	199	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	main-color,purple
dye-limited-accent-purple	dye-limited	202	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	accent-color,purple
dye-limited-dual-purple-lime	dye-limited	205	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	dual-color,purple,lime
dye-limited-main-blue	dye-limited	208	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	main-color,blue
dye-limited-accent-blue	dye-limited	211	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	accent-color,blue
dye-limited-dual-blue-yellow	dye-limited	214	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	dual-color,blue,yellow
dye-limited-main-brown	dye-limited	217	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	main-color,brown
dye-limited-accent-brown	dye-limited	220	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	accent-color,brown
dye-limited-dual-brown-light_blue	dye-limited	223	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	dual-color,brown,light_blue
dye-limited-main-green	dye-limited	226	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	main-color,green
dye-limited-accent-green	dye-limited	229	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	accent-color,green
dye-limited-dual-green-magenta	dye-limited	232	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	dual-color,green,magenta
dye-limited-main-red	dye-limited	235	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	main-color,red
dye-limited-accent-red	dye-limited	238	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	accent-color,red
dye-limited-dual-red-orange	dye-limited	241	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	dual-color,red,orange
dye-limited-main-black	dye-limited	244	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	main-color,black
dye-limited-accent-black	dye-limited	247	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	accent-color,black
dye-limited-dual-black-white	dye-limited	250	100	235	sophisticatedstorage:limited_diamond_barrel_4[facing=north,flat_top=false,opaque=true,ticking=false,vertical_facing=no]	sophisticatedstorage:limited_barrel	custom	dual-color,black,white
dye-chest-main-white	dye-chest	253	100	235	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	main-color,white
dye-chest-accent-white	dye-chest	256	100	235	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	accent-color,white
dye-chest-dual-white-black	dye-chest	259	100	235	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	dual-color,white,black
dye-chest-main-orange	dye-chest	196	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	main-color,orange
dye-chest-accent-orange	dye-chest	199	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	accent-color,orange
dye-chest-dual-orange-red	dye-chest	202	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	dual-color,orange,red
dye-chest-main-magenta	dye-chest	205	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	main-color,magenta
dye-chest-accent-magenta	dye-chest	208	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	accent-color,magenta
dye-chest-dual-magenta-green	dye-chest	211	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	dual-color,magenta,green
dye-chest-main-light_blue	dye-chest	214	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	main-color,light_blue
dye-chest-accent-light_blue	dye-chest	217	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	accent-color,light_blue
dye-chest-dual-light_blue-brown	dye-chest	220	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	dual-color,light_blue,brown
dye-chest-main-yellow	dye-chest	223	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	main-color,yellow
dye-chest-accent-yellow	dye-chest	226	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	accent-color,yellow
dye-chest-dual-yellow-blue	dye-chest	229	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	dual-color,yellow,blue
dye-chest-main-lime	dye-chest	232	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	main-color,lime
dye-chest-accent-lime	dye-chest	235	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	accent-color,lime
dye-chest-dual-lime-purple	dye-chest	238	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	dual-color,lime,purple
dye-chest-main-pink	dye-chest	241	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	main-color,pink
dye-chest-accent-pink	dye-chest	244	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	accent-color,pink
dye-chest-dual-pink-cyan	dye-chest	247	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	dual-color,pink,cyan
dye-chest-main-gray	dye-chest	250	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	main-color,gray
dye-chest-accent-gray	dye-chest	253	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	accent-color,gray
dye-chest-dual-gray-light_gray	dye-chest	256	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	dual-color,gray,light_gray
dye-chest-main-light_gray	dye-chest	259	100	238	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	main-color,light_gray
dye-chest-accent-light_gray	dye-chest	196	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	accent-color,light_gray
dye-chest-dual-light_gray-gray	dye-chest	199	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	dual-color,light_gray,gray
dye-chest-main-cyan	dye-chest	202	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	main-color,cyan
dye-chest-accent-cyan	dye-chest	205	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	accent-color,cyan
dye-chest-dual-cyan-pink	dye-chest	208	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	dual-color,cyan,pink
dye-chest-main-purple	dye-chest	211	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	main-color,purple
dye-chest-accent-purple	dye-chest	214	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	accent-color,purple
dye-chest-dual-purple-lime	dye-chest	217	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	dual-color,purple,lime
dye-chest-main-blue	dye-chest	220	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	main-color,blue
dye-chest-accent-blue	dye-chest	223	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	accent-color,blue
dye-chest-dual-blue-yellow	dye-chest	226	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	dual-color,blue,yellow
dye-chest-main-brown	dye-chest	229	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	main-color,brown
dye-chest-accent-brown	dye-chest	232	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	accent-color,brown
dye-chest-dual-brown-light_blue	dye-chest	235	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	dual-color,brown,light_blue
dye-chest-main-green	dye-chest	238	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	main-color,green
dye-chest-accent-green	dye-chest	241	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	accent-color,green
dye-chest-dual-green-magenta	dye-chest	244	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	dual-color,green,magenta
dye-chest-main-red	dye-chest	247	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	main-color,red
dye-chest-accent-red	dye-chest	250	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	accent-color,red
dye-chest-dual-red-orange	dye-chest	253	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	dual-color,red,orange
dye-chest-main-black	dye-chest	256	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	main-color,black
dye-chest-accent-black	dye-chest	259	100	241	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	accent-color,black
dye-chest-dual-black-white	dye-chest	196	100	244	sophisticatedstorage:diamond_chest[facing=north,ticking=false,type=single,waterlogged=false]	sophisticatedstorage:chest	custom	dual-color,black,white
dye-shulker-main-white	dye-shulker	199	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	main-color,white
dye-shulker-accent-white	dye-shulker	202	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	accent-color,white
dye-shulker-dual-white-black	dye-shulker	205	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	dual-color,white,black
dye-shulker-main-orange	dye-shulker	208	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	main-color,orange
dye-shulker-accent-orange	dye-shulker	211	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	accent-color,orange
dye-shulker-dual-orange-red	dye-shulker	214	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	dual-color,orange,red
dye-shulker-main-magenta	dye-shulker	217	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	main-color,magenta
dye-shulker-accent-magenta	dye-shulker	220	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	accent-color,magenta
dye-shulker-dual-magenta-green	dye-shulker	223	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	dual-color,magenta,green
dye-shulker-main-light_blue	dye-shulker	226	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	main-color,light_blue
dye-shulker-accent-light_blue	dye-shulker	229	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	accent-color,light_blue
dye-shulker-dual-light_blue-brown	dye-shulker	232	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	dual-color,light_blue,brown
dye-shulker-main-yellow	dye-shulker	235	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	main-color,yellow
dye-shulker-accent-yellow	dye-shulker	238	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	accent-color,yellow
dye-shulker-dual-yellow-blue	dye-shulker	241	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	dual-color,yellow,blue
dye-shulker-main-lime	dye-shulker	244	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	main-color,lime
dye-shulker-accent-lime	dye-shulker	247	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	accent-color,lime
dye-shulker-dual-lime-purple	dye-shulker	250	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	dual-color,lime,purple
dye-shulker-main-pink	dye-shulker	253	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	main-color,pink
dye-shulker-accent-pink	dye-shulker	256	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	accent-color,pink
dye-shulker-dual-pink-cyan	dye-shulker	259	100	244	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	dual-color,pink,cyan
dye-shulker-main-gray	dye-shulker	196	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	main-color,gray
dye-shulker-accent-gray	dye-shulker	199	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	accent-color,gray
dye-shulker-dual-gray-light_gray	dye-shulker	202	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	dual-color,gray,light_gray
dye-shulker-main-light_gray	dye-shulker	205	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	main-color,light_gray
dye-shulker-accent-light_gray	dye-shulker	208	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	accent-color,light_gray
dye-shulker-dual-light_gray-gray	dye-shulker	211	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	dual-color,light_gray,gray
dye-shulker-main-cyan	dye-shulker	214	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	main-color,cyan
dye-shulker-accent-cyan	dye-shulker	217	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	accent-color,cyan
dye-shulker-dual-cyan-pink	dye-shulker	220	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	dual-color,cyan,pink
dye-shulker-main-purple	dye-shulker	223	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	main-color,purple
dye-shulker-accent-purple	dye-shulker	226	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	accent-color,purple
dye-shulker-dual-purple-lime	dye-shulker	229	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	dual-color,purple,lime
dye-shulker-main-blue	dye-shulker	232	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	main-color,blue
dye-shulker-accent-blue	dye-shulker	235	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	accent-color,blue
dye-shulker-dual-blue-yellow	dye-shulker	238	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	dual-color,blue,yellow
dye-shulker-main-brown	dye-shulker	241	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	main-color,brown
dye-shulker-accent-brown	dye-shulker	244	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	accent-color,brown
dye-shulker-dual-brown-light_blue	dye-shulker	247	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	dual-color,brown,light_blue
dye-shulker-main-green	dye-shulker	250	100	247	sophisticatedstorage:diamond_shulker_box[facing=up]	sophisticatedstorage:shulker_box	custom	main-color,green
